x y z
0.2 0.326531 -0.23477
0.228571 0.326531 -0.206933
0.257143 0.326531 -0.248139
0.285714 0.326531 -0.248999
0.314286 0.326531 -0.256218
0.342857 0.326531 -0.239346
0.371429 0.326531 -0.256787
0.4 0.326531 -0.243616
0.428571 0.326531 -0.245241
0.457143 0.326531 -0.235669
0.485714 0.326531 -0.232398
0.514286 0.326531 -0.222214
0.542857 0.326531 -0.199363
0.571429 0.326531 -0.265039
0.6 0.326531 -0.226682
0.628571 0.326531 -0.208304
0.657143 0.326531 -0.270685
0.685714 0.326531 -0.258218
0.714286 0.326531 -0.206513
0.742857 0.326531 -0.20518
0.771429 0.326531 -0.234883
0.8 0.326531 -0.243249
0.828571 0.326531 -0.256569
0.857143 0.326531 -0.245457
0.885714 0.326531 -0.255363
0.914286 0.326531 -0.250374
0.942857 0.326531 -0.255282
0.971429 0.326531 -0.270649
1 0.326531 -0.262251

0 0.346939 -0.188695
0.0285714 0.346939 -0.186805
0.0571429 0.346939 -0.218653
0.0857143 0.346939 -0.216046
0.114286 0.346939 -0.22738
0.142857 0.346939 -0.215709
0.171429 0.346939 -0.245309
0.2 0.346939 -0.219346
0.228571 0.346939 -0.235466
0.257143 0.346939 -0.224254
0.285714 0.346939 -0.247002
0.314286 0.346939 -0.206113
0.342857 0.346939 -0.229802
0.371429 0.346939 -0.220145
0.4 0.346939 -0.209658
0.428571 0.346939 -0.211434
0.457143 0.346939 -0.210386
0.485714 0.346939 -0.177375
0.514286 0.346939 -0.212616
0.542857 0.346939 -0.231246
0.571429 0.346939 -0.227237
0.6 0.346939 -0.230502
0.628571 0.346939 -0.228796
0.657143 0.346939 -0.182966
0.685714 0.346939 -0.213554
0.714286 0.346939 -0.256365
0.742857 0.346939 -0.214546
0.771429 0.346939 -0.240571
0.8 0.346939 -0.221645
0.828571 0.346939 -0.225651
0.857143 0.346939 -0.203923
0.885714 0.346939 -0.255812
0.914286 0.346939 -0.249258
0.942857 0.346939 -0.242197
0.971429 0.346939 -0.193552
1 0.346939 -0.200834

0 0.367347 -0.197305
0.0285714 0.367347 -0.217578
0.0571429 0.367347 -0.198437
0.0857143 0.367347 -0.185799
0.114286 0.367347 -0.203901
0.142857 0.367347 -0.184849
0.171429 0.367347 -0.183311
0.2 0.367347 -0.160565
0.228571 0.367347 -0.198524
0.257143 0.367347 -0.152217
0.285714 0.367347 -0.197474
0.314286 0.367347 -0.193269
0.342857 0.367347 -0.204767
0.371429 0.367347 -0.194776
0.4 0.367347 -0.229564
0.428571 0.367347 -0.193165
0.457143 0.367347 -0.201258
0.485714 0.367347 -0.178505
